구분,회사명,특약명,가입조건,판매채널,적용담보,할인율(%)
서민(나눔)우대할인,MG손해보험,서민형 나눔 할인 특별약관,"▶① 기명피보험자가 국민기초생활보장법 제2조에 의거한 기초생활수급자인 경우② 기명피보험자 또는 기명피보험자의 동거가족이 장애인복지법에 따른  장애인등록증 상 장애 정도가 ‘중증’인 경우 (2019. 6. 30. 이전 발급된 장애인등록증의 경우는 1-3급 장애인)가 아닐 경우 다음의 조건을 모두 충족하는 경우가. 기명피보험자의 나이가 가입시점 만 30세 이상나. 피보험자동차가 비사업용으로 배기량이 1,600cc 이하 승용자동차 이거나 1.5톤 이하의 화물자동차 (단, 기명피보험자가 소유한 자동차는 1대)다. 피보험자동차가 최초등록일로부터 5년 이상 경과라. 기명피보험자에게 만20세 미만의 부양자녀가 있을 것 (단, 기명보험자의 나이가 가입시점 만 65세 이상이고 기명피보험자 및 배우자의 합산 소득이 연 2,000만원 이하 경우는 제외)마. 기명피보험자 및 배우자의 합산 소득이 연 4,000만원 이하③ 기명피보험자 또는 기명피보험자의 동거가족이 장애인복지법에 따른  장애인등록증 상 장애 정도가 ‘중증’인 경우 (2019. 6. 30. 이전 발급된 장애인등록증의 경우는 1-3급 장애인)로서 다음의 조건을 모두 충족하는 경우가. 피보험자동차가 비사업용으로 배기량이 2,000cc 이하 승용자동차 이거나 1.5톤 이하의 화물자동차 (단, 기명피보험자가 소유한 자동차는 1대)나. 피보험자동차가 최초등록일로부터 5년 이상 경과다. 기명피보험자 및 배우자의 합산소득이 연 4,000만원 이하④ 기명피보험자 및 배우자의 합산 소득이 연 4,000만원 이하이면서, 피보험자동차가 장애인 운송용 휠체어 리프트나 슬로프가 설치되어 출고되거나 구조변경된 차량인 경우",TM/CM,대인2/대물/자손/무보험/자차,4.5
서민(나눔)우대할인,흥국화재해상보험,서민우대 할인 특별약관,"▶① 기명피보험자가 국민기초생활보장법 제2조에 의거한 기초생활수급자인 경우② 기명피보험자 또는 기명피보험자의 동거가족이 장애인복지법에 따른  장애인등록증 상 장애 정도가 ‘중증’인 경우 (2019. 6. 30. 이전 발급된 장애인등록증의 경우는 1-3급 장애인)가 아닐 경우 다음의 조건을 모두 충족하는 경우가. 기명피보험자의 나이가 가입시점 만 30세 이상나. 피보험자동차가 비사업용으로 배기량이 1,600cc 이하 승용자동차 이거나 1.5톤 이하의 화물자동차 (단, 기명피보험자가 소유한 자동차는 1대)다. 피보험자동차가 최초등록일로부터 5년 이상 경과라. 기명피보험자에게 만20세 미만의 부양자녀가 있을 것 (단, 기명보험자의 나이가 가입시점 만 65세 이상이고 기명피보험자 및 배우자의 합산 소득이 연 2,000만원 이하 경우는 제외)마. 기명피보험자 및 배우자의 합산 소득이 연 4,000만원 이하③ 기명피보험자 또는 기명피보험자의 동거가족이 장애인복지법에 따른  장애인등록증 상 장애 정도가 ‘중증’인 경우 (2019. 6. 30. 이전 발급된 장애인등록증의 경우는 1-3급 장애인)로서 다음의 조건을 모두 충족하는 경우가. 피보험자동차가 비사업용으로 배기량이 2,000cc 이하 승용자동차 이거나 1.5톤 이하의 화물자동차 (단, 기명피보험자가 소유한 자동차는 1대)나. 피보험자동차가 최초등록일로부터 5년 이상 경과다. 기명피보험자 및 배우자의 합산소득이 연 4,000만원 이하④ 기명피보험자 및 배우자의 합산 소득이 연 4,000만원 이하이면서, 피보험자동차가 장애인 운송용 휠체어 리프트나 슬로프가 설치되어 출고되거나 구조변경된 차량인 경우",대면,대인1/대인2/대물/자손/무보험/자차,8.0
서민(나눔)우대할인,흥국화재해상보험,서민우대 할인 특별약관,"▶① 기명피보험자가 국민기초생활보장법 제2조에 의거한 기초생활수급자인 경우② 기명피보험자 또는 기명피보험자의 동거가족이 장애인복지법에 따른  장애인등록증 상 장애 정도가 ‘중증’인 경우 (2019. 6. 30. 이전 발급된 장애인등록증의 경우는 1-3급 장애인)가 아닐 경우 다음의 조건을 모두 충족하는 경우가. 기명피보험자의 나이가 가입시점 만 30세 이상나. 피보험자동차가 비사업용으로 배기량이 1,600cc 이하 승용자동차 이거나 1.5톤 이하의 화물자동차 (단, 기명피보험자가 소유한 자동차는 1대)다. 피보험자동차가 최초등록일로부터 5년 이상 경과라. 기명피보험자에게 만20세 미만의 부양자녀가 있을 것 (단, 기명보험자의 나이가 가입시점 만 65세 이상이고 기명피보험자 및 배우자의 합산 소득이 연 2,000만원 이하 경우는 제외)마. 기명피보험자 및 배우자의 합산 소득이 연 4,000만원 이하③ 기명피보험자 또는 기명피보험자의 동거가족이 장애인복지법에 따른  장애인등록증 상 장애 정도가 ‘중증’인 경우 (2019. 6. 30. 이전 발급된 장애인등록증의 경우는 1-3급 장애인)로서 다음의 조건을 모두 충족하는 경우가. 피보험자동차가 비사업용으로 배기량이 2,000cc 이하 승용자동차 이거나 1.5톤 이하의 화물자동차 (단, 기명피보험자가 소유한 자동차는 1대)나. 피보험자동차가 최초등록일로부터 5년 이상 경과다. 기명피보험자 및 배우자의 합산소득이 연 4,000만원 이하④ 기명피보험자 및 배우자의 합산 소득이 연 4,000만원 이하이면서, 피보험자동차가 장애인 운송용 휠체어 리프트나 슬로프가 설치되어 출고되거나 구조변경된 차량인 경우",TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,3.2
서민(나눔)우대할인,삼성화재해상보험,나눔 친서민 특별약관,"▶① 기명피보험자가 국민기초생활보장법 제2조에 의거한 기초생활수급자인 경우② 기명피보험자 또는 기명피보험자의 동거가족이 장애인복지법에 따른  장애인등록증 상 장애 정도가 ‘중증’인 경우 (2019. 6. 30. 이전 발급된 장애인등록증의 경우는 1-3급 장애인)가 아닐 경우 다음의 조건을 모두 충족하는 경우가. 기명피보험자의 나이가 가입시점 만 30세 이상나. 피보험자동차가 비사업용으로 배기량이 1,600cc 이하 승용자동차 이거나 1.5톤 이하의 화물자동차 (단, 기명피보험자가 소유한 자동차는 1대)다. 피보험자동차가 최초등록일로부터 5년 이상 경과라. 기명피보험자에게 만20세 미만의 부양자녀가 있을 것 (단, 기명보험자의 나이가 가입시점 만 65세 이상이고 기명피보험자 및 배우자의 합산 소득이 연 2,000만원 이하 경우는 제외)마. 기명피보험자 및 배우자의 합산 소득이 연 4,000만원 이하③ 기명피보험자 또는 기명피보험자의 동거가족이 장애인복지법에 따른  장애인등록증 상 장애 정도가 ‘중증’인 경우 (2019. 6. 30. 이전 발급된 장애인등록증의 경우는 1-3급 장애인)로서 다음의 조건을 모두 충족하는 경우가. 피보험자동차가 비사업용으로 배기량이 2,000cc 이하 승용자동차 이거나 1.5톤 이하의 화물자동차 (단, 기명피보험자가 소유한 자동차는 1대)나. 피보험자동차가 최초등록일로부터 5년 이상 경과다. 기명피보험자 및 배우자의 합산소득이 연 4,000만원 이하④ 기명피보험자 및 배우자의 합산 소득이 연 4,000만원 이하이면서, 피보험자동차가 장애인 운송용 휠체어 리프트나 슬로프가 설치되어 출고되거나 구조변경된 차량인 경우","TM, CM, 플랫폼",대인1/대인2/대물/자손/무보험/자차,3.0
서민(나눔)우대할인,삼성화재해상보험,나눔 친서민 특별약관,"▶① 기명피보험자가 국민기초생활보장법 제2조에 의거한 기초생활수급자인 경우② 기명피보험자 또는 기명피보험자의 동거가족이 장애인복지법에 따른  장애인등록증 상 장애 정도가 ‘중증’인 경우 (2019. 6. 30. 이전 발급된 장애인등록증의 경우는 1-3급 장애인)가 아닐 경우 다음의 조건을 모두 충족하는 경우가. 기명피보험자의 나이가 가입시점 만 30세 이상나. 피보험자동차가 비사업용으로 배기량이 1,600cc 이하 승용자동차 이거나 1.5톤 이하의 화물자동차 (단, 기명피보험자가 소유한 자동차는 1대)다. 피보험자동차가 최초등록일로부터 5년 이상 경과라. 기명피보험자에게 만20세 미만의 부양자녀가 있을 것 (단, 기명보험자의 나이가 가입시점 만 65세 이상이고 기명피보험자 및 배우자의 합산 소득이 연 2,000만원 이하 경우는 제외)마. 기명피보험자 및 배우자의 합산 소득이 연 4,000만원 이하③ 기명피보험자 또는 기명피보험자의 동거가족이 장애인복지법에 따른  장애인등록증 상 장애 정도가 ‘중증’인 경우 (2019. 6. 30. 이전 발급된 장애인등록증의 경우는 1-3급 장애인)로서 다음의 조건을 모두 충족하는 경우가. 피보험자동차가 비사업용으로 배기량이 2,000cc 이하 승용자동차 이거나 1.5톤 이하의 화물자동차 (단, 기명피보험자가 소유한 자동차는 1대)나. 피보험자동차가 최초등록일로부터 5년 이상 경과다. 기명피보험자 및 배우자의 합산소득이 연 4,000만원 이하④ 기명피보험자 및 배우자의 합산 소득이 연 4,000만원 이하이면서, 피보험자동차가 장애인 운송용 휠체어 리프트나 슬로프가 설치되어 출고되거나 구조변경된 차량인 경우",대면,대인1/대인2/대물/자손/무보험/자차,8.0
서민(나눔)우대할인,현대해상화재보험,나눔 특별약관,"▶① 기명피보험자가 국민기초생활보장법 제2조에 의거한 기초생활수급자인 경우② 기명피보험자 또는 기명피보험자의 동거가족이 장애인복지법에 따른  장애인등록증 상 장애 정도가 ‘중증’인 경우 (2019. 6. 30. 이전 발급된 장애인등록증의 경우는 1-3급 장애인)가 아닐 경우 다음의 조건을 모두 충족하는 경우가. 기명피보험자의 나이가 가입시점 만 30세 이상나. 피보험자동차가 비사업용으로 배기량이 1,600cc 이하 승용자동차 이거나 1.5톤 이하의 화물자동차 (단, 기명피보험자가 소유한 자동차는 1대)다. 피보험자동차가 최초등록일로부터 5년 이상 경과라. 기명피보험자에게 만20세 미만의 부양자녀가 있을 것 (단, 기명보험자의 나이가 가입시점 만 65세 이상이고 기명피보험자 및 배우자의 합산 소득이 연 2,000만원 이하 경우는 제외)마. 기명피보험자 및 배우자의 합산 소득이 연 4,000만원 이하③ 기명피보험자 또는 기명피보험자의 동거가족이 장애인복지법에 따른  장애인등록증 상 장애 정도가 ‘중증’인 경우 (2019. 6. 30. 이전 발급된 장애인등록증의 경우는 1-3급 장애인)로서 다음의 조건을 모두 충족하는 경우가. 피보험자동차가 비사업용으로 배기량이 2,000cc 이하 승용자동차 이거나 1.5톤 이하의 화물자동차 (단, 기명피보험자가 소유한 자동차는 1대)나. 피보험자동차가 최초등록일로부터 5년 이상 경과다. 기명피보험자 및 배우자의 합산소득이 연 4,000만원 이하④ 기명피보험자 및 배우자의 합산 소득이 연 4,000만원 이하이면서, 피보험자동차가 장애인 운송용 휠체어 리프트나 슬로프가 설치되어 출고되거나 구조변경된 차량인 경우",대면,대인1/대인2/대물/자손/무보험/자차,8.0
서민(나눔)우대할인,현대해상화재보험,나눔 특별약관,"▶① 기명피보험자가 국민기초생활보장법 제2조에 의거한 기초생활수급자인 경우② 기명피보험자 또는 기명피보험자의 동거가족이 장애인복지법에 따른  장애인등록증 상 장애 정도가 ‘중증’인 경우 (2019. 6. 30. 이전 발급된 장애인등록증의 경우는 1-3급 장애인)가 아닐 경우 다음의 조건을 모두 충족하는 경우가. 기명피보험자의 나이가 가입시점 만 30세 이상나. 피보험자동차가 비사업용으로 배기량이 1,600cc 이하 승용자동차 이거나 1.5톤 이하의 화물자동차 (단, 기명피보험자가 소유한 자동차는 1대)다. 피보험자동차가 최초등록일로부터 5년 이상 경과라. 기명피보험자에게 만20세 미만의 부양자녀가 있을 것 (단, 기명보험자의 나이가 가입시점 만 65세 이상이고 기명피보험자 및 배우자의 합산 소득이 연 2,000만원 이하 경우는 제외)마. 기명피보험자 및 배우자의 합산 소득이 연 4,000만원 이하③ 기명피보험자 또는 기명피보험자의 동거가족이 장애인복지법에 따른  장애인등록증 상 장애 정도가 ‘중증’인 경우 (2019. 6. 30. 이전 발급된 장애인등록증의 경우는 1-3급 장애인)로서 다음의 조건을 모두 충족하는 경우가. 피보험자동차가 비사업용으로 배기량이 2,000cc 이하 승용자동차 이거나 1.5톤 이하의 화물자동차 (단, 기명피보험자가 소유한 자동차는 1대)나. 피보험자동차가 최초등록일로부터 5년 이상 경과다. 기명피보험자 및 배우자의 합산소득이 연 4,000만원 이하④ 기명피보험자 및 배우자의 합산 소득이 연 4,000만원 이하이면서, 피보험자동차가 장애인 운송용 휠체어 리프트나 슬로프가 설치되어 출고되거나 구조변경된 차량인 경우",대면,대인1/대인2/대물/자손/무보험/자차,8.0
서민(나눔)우대할인,현대해상화재보험,나눔 특별약관,"▶① 기명피보험자가 국민기초생활보장법 제2조에 의거한 기초생활수급자인 경우② 기명피보험자 또는 기명피보험자의 동거가족이 장애인복지법에 따른  장애인등록증 상 장애 정도가 ‘중증’인 경우 (2019. 6. 30. 이전 발급된 장애인등록증의 경우는 1-3급 장애인)가 아닐 경우 다음의 조건을 모두 충족하는 경우가. 기명피보험자의 나이가 가입시점 만 30세 이상나. 피보험자동차가 비사업용으로 배기량이 1,600cc 이하 승용자동차 이거나 1.5톤 이하의 화물자동차 (단, 기명피보험자가 소유한 자동차는 1대)다. 피보험자동차가 최초등록일로부터 5년 이상 경과라. 기명피보험자에게 만20세 미만의 부양자녀가 있을 것 (단, 기명보험자의 나이가 가입시점 만 65세 이상이고 기명피보험자 및 배우자의 합산 소득이 연 2,000만원 이하 경우는 제외)마. 기명피보험자 및 배우자의 합산 소득이 연 4,000만원 이하③ 기명피보험자 또는 기명피보험자의 동거가족이 장애인복지법에 따른  장애인등록증 상 장애 정도가 ‘중증’인 경우 (2019. 6. 30. 이전 발급된 장애인등록증의 경우는 1-3급 장애인)로서 다음의 조건을 모두 충족하는 경우가. 피보험자동차가 비사업용으로 배기량이 2,000cc 이하 승용자동차 이거나 1.5톤 이하의 화물자동차 (단, 기명피보험자가 소유한 자동차는 1대)나. 피보험자동차가 최초등록일로부터 5년 이상 경과다. 기명피보험자 및 배우자의 합산소득이 연 4,000만원 이하④ 기명피보험자 및 배우자의 합산 소득이 연 4,000만원 이하이면서, 피보험자동차가 장애인 운송용 휠체어 리프트나 슬로프가 설치되어 출고되거나 구조변경된 차량인 경우",대면,대인1/대인2/대물/자손/무보험/자차,8.0
서민(나눔)우대할인,현대해상화재보험,나눔 특별약관,"▶① 기명피보험자가 국민기초생활보장법 제2조에 의거한 기초생활수급자인 경우② 기명피보험자 또는 기명피보험자의 동거가족이 장애인복지법에 따른  장애인등록증 상 장애 정도가 ‘중증’인 경우 (2019. 6. 30. 이전 발급된 장애인등록증의 경우는 1-3급 장애인)가 아닐 경우 다음의 조건을 모두 충족하는 경우가. 기명피보험자의 나이가 가입시점 만 30세 이상나. 피보험자동차가 비사업용으로 배기량이 1,600cc 이하 승용자동차 이거나 1.5톤 이하의 화물자동차 (단, 기명피보험자가 소유한 자동차는 1대)다. 피보험자동차가 최초등록일로부터 5년 이상 경과라. 기명피보험자에게 만20세 미만의 부양자녀가 있을 것 (단, 기명보험자의 나이가 가입시점 만 65세 이상이고 기명피보험자 및 배우자의 합산 소득이 연 2,000만원 이하 경우는 제외)마. 기명피보험자 및 배우자의 합산 소득이 연 4,000만원 이하③ 기명피보험자 또는 기명피보험자의 동거가족이 장애인복지법에 따른  장애인등록증 상 장애 정도가 ‘중증’인 경우 (2019. 6. 30. 이전 발급된 장애인등록증의 경우는 1-3급 장애인)로서 다음의 조건을 모두 충족하는 경우가. 피보험자동차가 비사업용으로 배기량이 2,000cc 이하 승용자동차 이거나 1.5톤 이하의 화물자동차 (단, 기명피보험자가 소유한 자동차는 1대)나. 피보험자동차가 최초등록일로부터 5년 이상 경과다. 기명피보험자 및 배우자의 합산소득이 연 4,000만원 이하④ 기명피보험자 및 배우자의 합산 소득이 연 4,000만원 이하이면서, 피보험자동차가 장애인 운송용 휠체어 리프트나 슬로프가 설치되어 출고되거나 구조변경된 차량인 경우",TM,대인1/대인2/대물/자손/무보험/자차,4.5
서민(나눔)우대할인,현대해상화재보험,나눔 특별약관,"▶① 기명피보험자가 국민기초생활보장법 제2조에 의거한 기초생활수급자인 경우② 기명피보험자 또는 기명피보험자의 동거가족이 장애인복지법에 따른  장애인등록증 상 장애 정도가 ‘중증’인 경우 (2019. 6. 30. 이전 발급된 장애인등록증의 경우는 1-3급 장애인)가 아닐 경우 다음의 조건을 모두 충족하는 경우가. 기명피보험자의 나이가 가입시점 만 30세 이상나. 피보험자동차가 비사업용으로 배기량이 1,600cc 이하 승용자동차 이거나 1.5톤 이하의 화물자동차 (단, 기명피보험자가 소유한 자동차는 1대)다. 피보험자동차가 최초등록일로부터 5년 이상 경과라. 기명피보험자에게 만20세 미만의 부양자녀가 있을 것 (단, 기명보험자의 나이가 가입시점 만 65세 이상이고 기명피보험자 및 배우자의 합산 소득이 연 2,000만원 이하 경우는 제외)마. 기명피보험자 및 배우자의 합산 소득이 연 4,000만원 이하③ 기명피보험자 또는 기명피보험자의 동거가족이 장애인복지법에 따른  장애인등록증 상 장애 정도가 ‘중증’인 경우 (2019. 6. 30. 이전 발급된 장애인등록증의 경우는 1-3급 장애인)로서 다음의 조건을 모두 충족하는 경우가. 피보험자동차가 비사업용으로 배기량이 2,000cc 이하 승용자동차 이거나 1.5톤 이하의 화물자동차 (단, 기명피보험자가 소유한 자동차는 1대)나. 피보험자동차가 최초등록일로부터 5년 이상 경과다. 기명피보험자 및 배우자의 합산소득이 연 4,000만원 이하④ 기명피보험자 및 배우자의 합산 소득이 연 4,000만원 이하이면서, 피보험자동차가 장애인 운송용 휠체어 리프트나 슬로프가 설치되어 출고되거나 구조변경된 차량인 경우",TM,대인1/대인2/대물/자손/무보험/자차,4.5
서민(나눔)우대할인,현대해상화재보험,나눔 특별약관,"▶① 기명피보험자가 국민기초생활보장법 제2조에 의거한 기초생활수급자인 경우② 기명피보험자 또는 기명피보험자의 동거가족이 장애인복지법에 따른  장애인등록증 상 장애 정도가 ‘중증’인 경우 (2019. 6. 30. 이전 발급된 장애인등록증의 경우는 1-3급 장애인)가 아닐 경우 다음의 조건을 모두 충족하는 경우가. 기명피보험자의 나이가 가입시점 만 30세 이상나. 피보험자동차가 비사업용으로 배기량이 1,600cc 이하 승용자동차 이거나 1.5톤 이하의 화물자동차 (단, 기명피보험자가 소유한 자동차는 1대)다. 피보험자동차가 최초등록일로부터 5년 이상 경과라. 기명피보험자에게 만20세 미만의 부양자녀가 있을 것 (단, 기명보험자의 나이가 가입시점 만 65세 이상이고 기명피보험자 및 배우자의 합산 소득이 연 2,000만원 이하 경우는 제외)마. 기명피보험자 및 배우자의 합산 소득이 연 4,000만원 이하③ 기명피보험자 또는 기명피보험자의 동거가족이 장애인복지법에 따른  장애인등록증 상 장애 정도가 ‘중증’인 경우 (2019. 6. 30. 이전 발급된 장애인등록증의 경우는 1-3급 장애인)로서 다음의 조건을 모두 충족하는 경우가. 피보험자동차가 비사업용으로 배기량이 2,000cc 이하 승용자동차 이거나 1.5톤 이하의 화물자동차 (단, 기명피보험자가 소유한 자동차는 1대)나. 피보험자동차가 최초등록일로부터 5년 이상 경과다. 기명피보험자 및 배우자의 합산소득이 연 4,000만원 이하④ 기명피보험자 및 배우자의 합산 소득이 연 4,000만원 이하이면서, 피보험자동차가 장애인 운송용 휠체어 리프트나 슬로프가 설치되어 출고되거나 구조변경된 차량인 경우",TM,대인1/대인2/대물/자손/무보험/자차,4.5
서민(나눔)우대할인,현대해상화재보험,나눔 특별약관,"▶① 기명피보험자가 국민기초생활보장법 제2조에 의거한 기초생활수급자인 경우② 기명피보험자 또는 기명피보험자의 동거가족이 장애인복지법에 따른  장애인등록증 상 장애 정도가 ‘중증’인 경우 (2019. 6. 30. 이전 발급된 장애인등록증의 경우는 1-3급 장애인)가 아닐 경우 다음의 조건을 모두 충족하는 경우가. 기명피보험자의 나이가 가입시점 만 30세 이상나. 피보험자동차가 비사업용으로 배기량이 1,600cc 이하 승용자동차 이거나 1.5톤 이하의 화물자동차 (단, 기명피보험자가 소유한 자동차는 1대)다. 피보험자동차가 최초등록일로부터 5년 이상 경과라. 기명피보험자에게 만20세 미만의 부양자녀가 있을 것 (단, 기명보험자의 나이가 가입시점 만 65세 이상이고 기명피보험자 및 배우자의 합산 소득이 연 2,000만원 이하 경우는 제외)마. 기명피보험자 및 배우자의 합산 소득이 연 4,000만원 이하③ 기명피보험자 또는 기명피보험자의 동거가족이 장애인복지법에 따른  장애인등록증 상 장애 정도가 ‘중증’인 경우 (2019. 6. 30. 이전 발급된 장애인등록증의 경우는 1-3급 장애인)로서 다음의 조건을 모두 충족하는 경우가. 피보험자동차가 비사업용으로 배기량이 2,000cc 이하 승용자동차 이거나 1.5톤 이하의 화물자동차 (단, 기명피보험자가 소유한 자동차는 1대)나. 피보험자동차가 최초등록일로부터 5년 이상 경과다. 기명피보험자 및 배우자의 합산소득이 연 4,000만원 이하④ 기명피보험자 및 배우자의 합산 소득이 연 4,000만원 이하이면서, 피보험자동차가 장애인 운송용 휠체어 리프트나 슬로프가 설치되어 출고되거나 구조변경된 차량인 경우",CM/플랫폼,대인1/대인2/대물/자손/무보험/자차,2.8
서민(나눔)우대할인,현대해상화재보험,나눔 특별약관,"▶① 기명피보험자가 국민기초생활보장법 제2조에 의거한 기초생활수급자인 경우② 기명피보험자 또는 기명피보험자의 동거가족이 장애인복지법에 따른  장애인등록증 상 장애 정도가 ‘중증’인 경우 (2019. 6. 30. 이전 발급된 장애인등록증의 경우는 1-3급 장애인)가 아닐 경우 다음의 조건을 모두 충족하는 경우가. 기명피보험자의 나이가 가입시점 만 30세 이상나. 피보험자동차가 비사업용으로 배기량이 1,600cc 이하 승용자동차 이거나 1.5톤 이하의 화물자동차 (단, 기명피보험자가 소유한 자동차는 1대)다. 피보험자동차가 최초등록일로부터 5년 이상 경과라. 기명피보험자에게 만20세 미만의 부양자녀가 있을 것 (단, 기명보험자의 나이가 가입시점 만 65세 이상이고 기명피보험자 및 배우자의 합산 소득이 연 2,000만원 이하 경우는 제외)마. 기명피보험자 및 배우자의 합산 소득이 연 4,000만원 이하③ 기명피보험자 또는 기명피보험자의 동거가족이 장애인복지법에 따른  장애인등록증 상 장애 정도가 ‘중증’인 경우 (2019. 6. 30. 이전 발급된 장애인등록증의 경우는 1-3급 장애인)로서 다음의 조건을 모두 충족하는 경우가. 피보험자동차가 비사업용으로 배기량이 2,000cc 이하 승용자동차 이거나 1.5톤 이하의 화물자동차 (단, 기명피보험자가 소유한 자동차는 1대)나. 피보험자동차가 최초등록일로부터 5년 이상 경과다. 기명피보험자 및 배우자의 합산소득이 연 4,000만원 이하④ 기명피보험자 및 배우자의 합산 소득이 연 4,000만원 이하이면서, 피보험자동차가 장애인 운송용 휠체어 리프트나 슬로프가 설치되어 출고되거나 구조변경된 차량인 경우",CM/플랫폼,대인1/대인2/대물/자손/무보험/자차,2.8
서민(나눔)우대할인,현대해상화재보험,나눔 특별약관,"▶① 기명피보험자가 국민기초생활보장법 제2조에 의거한 기초생활수급자인 경우② 기명피보험자 또는 기명피보험자의 동거가족이 장애인복지법에 따른  장애인등록증 상 장애 정도가 ‘중증’인 경우 (2019. 6. 30. 이전 발급된 장애인등록증의 경우는 1-3급 장애인)가 아닐 경우 다음의 조건을 모두 충족하는 경우가. 기명피보험자의 나이가 가입시점 만 30세 이상나. 피보험자동차가 비사업용으로 배기량이 1,600cc 이하 승용자동차 이거나 1.5톤 이하의 화물자동차 (단, 기명피보험자가 소유한 자동차는 1대)다. 피보험자동차가 최초등록일로부터 5년 이상 경과라. 기명피보험자에게 만20세 미만의 부양자녀가 있을 것 (단, 기명보험자의 나이가 가입시점 만 65세 이상이고 기명피보험자 및 배우자의 합산 소득이 연 2,000만원 이하 경우는 제외)마. 기명피보험자 및 배우자의 합산 소득이 연 4,000만원 이하③ 기명피보험자 또는 기명피보험자의 동거가족이 장애인복지법에 따른  장애인등록증 상 장애 정도가 ‘중증’인 경우 (2019. 6. 30. 이전 발급된 장애인등록증의 경우는 1-3급 장애인)로서 다음의 조건을 모두 충족하는 경우가. 피보험자동차가 비사업용으로 배기량이 2,000cc 이하 승용자동차 이거나 1.5톤 이하의 화물자동차 (단, 기명피보험자가 소유한 자동차는 1대)나. 피보험자동차가 최초등록일로부터 5년 이상 경과다. 기명피보험자 및 배우자의 합산소득이 연 4,000만원 이하④ 기명피보험자 및 배우자의 합산 소득이 연 4,000만원 이하이면서, 피보험자동차가 장애인 운송용 휠체어 리프트나 슬로프가 설치되어 출고되거나 구조변경된 차량인 경우",CM/플랫폼,대인1/대인2/대물/자손/무보험/자차,2.8
서민(나눔)우대할인,KB손해보험,희망나눔자동차 특별약관,"▶① 기명피보험자가 국민기초생활보장법 제2조에 의거한 기초생활수급자인 경우② 기명피보험자 또는 기명피보험자의 동거가족이 장애인복지법에 따른  장애인등록증 상 장애 정도가 ‘중증’인 경우 (2019. 6. 30. 이전 발급된 장애인등록증의 경우는 1-3급 장애인)가 아닐 경우 다음의 조건을 모두 충족하는 경우가. 기명피보험자의 나이가 가입시점 만 30세 이상나. 피보험자동차가 비사업용으로 배기량이 1,600cc 이하 승용자동차 이거나 1.5톤 이하의 화물자동차 (단, 기명피보험자가 소유한 자동차는 1대)다. 피보험자동차가 최초등록일로부터 5년 이상 경과라. 기명피보험자에게 만20세 미만의 부양자녀가 있을 것 (단, 기명보험자의 나이가 가입시점 만 65세 이상이고 기명피보험자 및 배우자의 합산 소득이 연 2,000만원 이하 경우는 제외)마. 기명피보험자 및 배우자의 합산 소득이 연 4,000만원 이하③ 기명피보험자 또는 기명피보험자의 동거가족이 장애인복지법에 따른  장애인등록증 상 장애 정도가 ‘중증’인 경우 (2019. 6. 30. 이전 발급된 장애인등록증의 경우는 1-3급 장애인)로서 다음의 조건을 모두 충족하는 경우가. 피보험자동차가 비사업용으로 배기량이 2,000cc 이하 승용자동차 이거나 1.5톤 이하의 화물자동차 (단, 기명피보험자가 소유한 자동차는 1대)나. 피보험자동차가 최초등록일로부터 5년 이상 경과다. 기명피보험자 및 배우자의 합산소득이 연 4,000만원 이하④ 기명피보험자 및 배우자의 합산 소득이 연 4,000만원 이하이면서, 피보험자동차가 장애인 운송용 휠체어 리프트나 슬로프가 설치되어 출고되거나 구조변경된 차량인 경우",대면,대인1/대인2/대물/자손/무보험/자차,8.0
서민(나눔)우대할인,KB손해보험,희망나누기 특별약관,"▶① 기명피보험자가 국민기초생활보장법 제2조에 의거한 기초생활수급자인 경우② 기명피보험자 또는 기명피보험자의 동거가족이 장애인복지법에 따른  장애인등록증 상 장애 정도가 ‘중증’인 경우 (2019. 6. 30. 이전 발급된 장애인등록증의 경우는 1-3급 장애인)가 아닐 경우 다음의 조건을 모두 충족하는 경우가. 기명피보험자의 나이가 가입시점 만 30세 이상나. 피보험자동차가 비사업용으로 배기량이 1,600cc 이하 승용자동차 이거나 1.5톤 이하의 화물자동차 (단, 기명피보험자가 소유한 자동차는 1대)다. 피보험자동차가 최초등록일로부터 5년 이상 경과라. 기명피보험자에게 만20세 미만의 부양자녀가 있을 것 (단, 기명보험자의 나이가 가입시점 만 65세 이상이고 기명피보험자 및 배우자의 합산 소득이 연 2,000만원 이하 경우는 제외)마. 기명피보험자 및 배우자의 합산 소득이 연 4,000만원 이하③ 기명피보험자 또는 기명피보험자의 동거가족이 장애인복지법에 따른  장애인등록증 상 장애 정도가 ‘중증’인 경우 (2019. 6. 30. 이전 발급된 장애인등록증의 경우는 1-3급 장애인)로서 다음의 조건을 모두 충족하는 경우가. 피보험자동차가 비사업용으로 배기량이 2,000cc 이하 승용자동차 이거나 1.5톤 이하의 화물자동차 (단, 기명피보험자가 소유한 자동차는 1대)나. 피보험자동차가 최초등록일로부터 5년 이상 경과다. 기명피보험자 및 배우자의 합산소득이 연 4,000만원 이하④ 기명피보험자 및 배우자의 합산 소득이 연 4,000만원 이하이면서, 피보험자동차가 장애인 운송용 휠체어 리프트나 슬로프가 설치되어 출고되거나 구조변경된 차량인 경우",CM/PM,대인1/대인2/대물/자손/무보험/자차,1.0
